UserRoleID,RoleID,UserID,CreatedDatetime,UpdatedBy,UpdatedDatetime,CreatedBy,FacilityID,IsDeleted
139,102,121,2018-01-17 20:36:15.190016+05:30,101,2018-01-17 20:36:15.190016+05:30,101,111,f
140,106,121,2018-01-17 20:36:15.190016+05:30,101,2018-01-17 20:36:15.190016+05:30,101,111,f
144,107,111,2018-01-17 23:29:41.186478+05:30,112,2018-01-17 23:29:41.186478+05:30,112,107,f
114,102,111,2018-01-16 14:35:10.403668+05:30,112,2018-01-17 23:29:41.186478+05:30,101,107,f
116,110,111,2018-01-16 14:35:10.403668+05:30,112,2018-01-17 23:29:41.186478+05:30,101,107,f
141,103,122,2018-01-17 23:28:28.069826+05:30,112,2018-01-17 23:29:56.923466+05:30,112,107,t
142,102,122,2018-01-17 23:28:28.069826+05:30,112,2018-01-17 23:29:56.923466+05:30,112,107,t
143,110,122,2018-01-17 23:28:28.069826+05:30,112,2018-01-17 23:29:56.923466+05:30,112,107,t
145,102,123,2018-01-18 03:04:08.556712+05:30,101,2018-01-18 03:04:08.556712+05:30,101,112,f
146,110,123,2018-01-18 03:04:08.556712+05:30,101,2018-01-18 03:04:08.556712+05:30,101,112,f
150,107,125,2018-01-18 03:19:53.455182+05:30,107,2018-01-18 03:19:53.455182+05:30,107,104,f
151,102,125,2018-01-18 03:19:53.455182+05:30,107,2018-01-18 03:19:53.455182+05:30,107,104,f
152,110,125,2018-01-18 03:19:53.455182+05:30,107,2018-01-18 03:19:53.455182+05:30,107,104,f
153,102,126,2018-01-18 10:38:26.846802+05:30,101,2018-01-18 10:38:26.846802+05:30,101,113,f
154,110,126,2018-01-18 10:38:26.846802+05:30,101,2018-01-18 10:38:26.846802+05:30,101,113,f
155,102,127,2018-01-18 10:42:16.652147+05:30,101,2018-01-18 10:42:16.652147+05:30,101,114,f
161,102,129,2018-01-18 10:50:23.080451+05:30,101,2018-01-18 10:50:23.080451+05:30,101,117,f
162,106,129,2018-01-18 10:50:23.080451+05:30,101,2018-01-18 10:50:23.080451+05:30,101,117,f
163,102,127,2018-01-18 10:51:33.475418+05:30,101,2018-01-18 10:51:33.475418+05:30,101,118,f
164,106,127,2018-01-18 10:51:33.475418+05:30,101,2018-01-18 10:51:33.475418+05:30,101,118,f
165,102,131,2018-01-18 10:53:31.434997+05:30,101,2018-01-18 10:53:31.434997+05:30,101,119,f
166,105,131,2018-01-18 10:53:31.434997+05:30,101,2018-01-18 10:53:31.434997+05:30,101,119,f
125,102,115,2018-01-16 17:44:58.922996+05:30,101,2018-01-18 12:49:25.317071+05:30,110,106,f
168,105,115,2018-01-18 12:29:30.644331+05:30,101,2018-01-18 12:49:25.317071+05:30,101,106,f
111,102,110,2018-01-16 14:29:51.406202+05:30,101,2018-01-18 12:49:25.317071+05:30,101,106,f
115,102,112,2018-01-16 14:35:10.403668+05:30,111,2018-01-18 14:28:47.955958+05:30,101,107,f
174,102,135,2018-01-18 12:42:35.533725+05:30,101,2018-01-18 12:52:14.602448+05:30,101,120,f
137,102,120,2018-01-17 15:52:28.744421+05:30,101,2018-01-18 13:04:46.644175+05:30,101,110,f
171,105,120,2018-01-18 12:34:09.737002+05:30,101,2018-01-18 13:04:46.644175+05:30,101,110,f
172,102,134,2018-01-18 12:34:09.737002+05:30,101,2018-01-18 13:04:46.644175+05:30,101,110,f
173,105,134,2018-01-18 12:34:09.737002+05:30,101,2018-01-18 13:04:46.644175+05:30,101,110,f
167,101,132,2018-01-18 10:56:10.799136+05:30,101,2018-05-24 15:35:14.474679+05:30,101,,t
113,105,110,2018-01-16 14:30:18.089764+05:30,101,2018-01-18 12:49:25.317071+05:30,101,106,f
169,102,133,2018-01-18 12:29:30.644331+05:30,101,2018-01-18 12:49:25.317071+05:30,101,106,f
132,106,118,2018-01-16 17:52:54.937738+05:30,119,2018-01-18 15:34:01.824438+05:30,101,109,f
131,102,118,2018-01-16 17:52:54.937738+05:30,119,2018-01-18 15:34:01.824438+05:30,101,109,f
147,103,124,2018-01-18 03:19:33.591549+05:30,107,2018-01-23 17:42:09.336068+05:30,108,104,f
148,102,124,2018-01-18 03:19:33.591549+05:30,107,2018-01-23 17:42:09.336068+05:30,108,104,f
149,110,124,2018-01-18 03:19:33.591549+05:30,107,2018-01-23 17:42:09.336068+05:30,108,104,f
127,102,116,2018-01-16 17:50:03.846171+05:30,101,2018-01-24 15:11:49.941453+05:30,101,108,f
128,105,116,2018-01-16 17:50:03.846171+05:30,101,2018-01-24 15:11:49.941453+05:30,101,108,f
170,105,133,2018-01-18 12:29:30.644331+05:30,101,2018-01-18 12:49:25.317071+05:30,101,106,f
176,102,136,2018-01-18 12:49:25.317071+05:30,101,2018-01-18 12:49:25.317071+05:30,101,106,f
177,105,136,2018-01-18 12:49:25.317071+05:30,101,2018-01-18 12:49:25.317071+05:30,101,106,f
178,105,135,2018-01-18 12:52:14.602448+05:30,101,2018-01-18 12:52:14.602448+05:30,101,120,f
179,102,137,2018-01-18 12:52:14.602448+05:30,101,2018-01-18 12:52:14.602448+05:30,101,120,f
180,105,137,2018-01-18 12:52:14.602448+05:30,101,2018-01-18 12:52:14.602448+05:30,101,120,f
186,102,141,2018-01-18 13:04:00.282315+05:30,101,2018-01-18 13:04:00.282315+05:30,101,123,f
187,105,141,2018-01-18 13:04:00.282315+05:30,101,2018-01-18 13:04:00.282315+05:30,101,123,f
188,102,142,2018-01-18 13:04:46.644175+05:30,101,2018-01-18 13:04:46.644175+05:30,101,110,f
189,105,142,2018-01-18 13:04:46.644175+05:30,101,2018-01-18 13:04:46.644175+05:30,101,110,f
193,102,144,2018-01-18 13:30:22.017935+05:30,101,2018-01-24 15:05:42.883388+05:30,101,124,f
195,105,144,2018-01-18 13:31:02.163338+05:30,101,2018-01-18 13:31:02.163338+05:30,101,124,f
197,105,145,2018-01-18 13:31:02.163338+05:30,101,2018-01-18 13:31:02.163338+05:30,101,124,f
199,106,146,2018-01-18 14:22:09.75098+05:30,101,2018-01-18 14:22:09.75098+05:30,101,125,f
198,102,146,2018-01-18 14:22:09.75098+05:30,101,2018-01-18 14:23:16.897653+05:30,101,125,f
200,105,146,2018-01-18 14:23:16.897653+05:30,101,2018-01-18 14:23:16.897653+05:30,101,125,f
201,102,147,2018-01-18 14:23:16.897653+05:30,101,2018-01-18 14:23:16.897653+05:30,101,125,f
202,105,147,2018-01-18 14:23:16.897653+05:30,101,2018-01-18 14:23:16.897653+05:30,101,125,f
203,103,112,2018-01-18 14:28:47.955958+05:30,111,2018-01-18 14:28:47.955958+05:30,111,107,f
204,110,112,2018-01-18 14:28:47.955958+05:30,111,2018-01-18 14:28:47.955958+05:30,111,107,f
205,110,117,2018-01-18 14:40:55.079061+05:30,116,2018-01-18 14:40:55.079061+05:30,116,108,f
206,106,148,2018-01-18 14:36:56.726399+05:30,119,2018-01-18 14:36:56.726399+05:30,119,109,f
207,102,148,2018-01-18 14:36:56.726399+05:30,119,2018-01-18 14:36:56.726399+05:30,119,109,t
208,110,148,2018-01-18 14:36:56.726399+05:30,119,2018-01-18 14:36:56.726399+05:30,119,109,t
209,110,118,2018-01-18 15:34:01.824438+05:30,119,2018-01-18 15:34:01.824438+05:30,119,109,f
247,101,168,2018-01-23 15:30:43.654387+05:30,101,2018-01-23 15:30:43.654387+05:30,101,,f
217,107,150,2018-01-22 13:47:35.519701+05:30,101,2018-01-24 13:02:19.742372+05:30,149,126,t
190,105,140,2018-01-18 13:05:47.219363+05:30,101,2018-01-19 19:47:49.165421+05:30,101,122,f
192,105,143,2018-01-18 13:05:47.219363+05:30,101,2018-01-19 19:47:49.165421+05:30,101,122,f
214,105,151,2018-01-19 19:47:49.165421+05:30,101,2018-01-19 19:47:49.165421+05:30,101,122,f
218,107,152,2018-01-22 14:31:53.859598+05:30,150,2018-01-22 15:36:39.11151+05:30,150,126,t
219,102,152,2018-01-22 14:31:53.859598+05:30,150,2018-01-22 15:36:39.11151+05:30,150,126,t
220,110,152,2018-01-22 14:31:53.859598+05:30,150,2018-01-22 15:36:39.11151+05:30,150,126,t
223,102,154,2018-01-22 17:53:52.294935+05:30,101,2018-01-22 18:56:44.602897+05:30,101,128,t
224,105,154,2018-01-22 17:53:52.294935+05:30,101,2018-01-22 18:56:44.602897+05:30,101,128,t
227,102,156,2018-01-22 17:56:56.696081+05:30,101,2018-01-22 17:57:30.835133+05:30,101,129,f
228,106,156,2018-01-22 17:56:56.696081+05:30,101,2018-01-22 17:57:30.835133+05:30,101,129,f
236,101,162,2018-01-23 11:56:38.008858+05:30,101,2018-01-23 11:56:38.008858+05:30,101,,f
225,102,155,2018-01-22 17:54:56.186615+05:30,101,2018-01-22 18:56:44.602897+05:30,101,128,t
226,105,155,2018-01-22 17:54:56.186615+05:30,101,2018-01-22 18:56:44.602897+05:30,101,128,t
231,101,159,2018-01-22 19:29:59.961763+05:30,101,2018-01-22 19:29:59.961763+05:30,101,,f
181,101,138,2018-01-18 12:59:37.314366+05:30,101,2018-05-31 23:12:36.823787+05:30,101,,t
229,101,157,2018-01-22 17:58:37.904875+05:30,101,2018-01-22 17:58:37.904875+05:30,101,,f
221,102,153,2018-01-22 17:51:35.145881+05:30,101,2018-01-22 19:11:18.443612+05:30,101,127,t
230,102,158,2018-01-22 18:45:41.047292+05:30,101,2018-01-22 19:11:18.443612+05:30,101,127,t
222,110,153,2018-01-22 17:51:35.145881+05:30,101,2018-01-22 19:11:18.443612+05:30,101,127,t
215,103,149,2018-01-22 12:08:39.922453+05:30,101,2018-01-24 13:02:19.742372+05:30,150,126,t
237,102,163,2018-01-23 14:08:17.78154+05:30,101,2018-01-24 19:13:15.146436+05:30,101,131,t
238,110,163,2018-01-23 14:08:17.78154+05:30,101,2018-01-24 19:13:15.146436+05:30,101,131,t
210,102,149,2018-01-19 16:18:39.362678+05:30,150,2018-01-23 11:29:23.391335+05:30,101,126,t
216,110,149,2018-01-22 12:08:39.922453+05:30,150,2018-01-23 11:29:23.391335+05:30,150,126,t
248,101,169,2018-01-23 15:32:59.913518+05:30,101,2018-01-23 15:32:59.913518+05:30,101,,f
250,102,171,2018-01-23 15:38:53.730648+05:30,101,2018-01-23 15:38:53.730648+05:30,101,133,f
251,106,171,2018-01-23 15:38:53.730648+05:30,101,2018-01-23 15:38:53.730648+05:30,101,133,f
184,102,140,2018-01-18 13:03:10.90987+05:30,101,2018-01-23 15:39:35.797372+05:30,101,122,f
185,106,140,2018-01-18 13:03:10.90987+05:30,101,2018-01-23 15:39:35.797372+05:30,101,122,f
191,102,143,2018-01-18 13:05:47.219363+05:30,101,2018-01-23 15:39:35.797372+05:30,101,122,f
239,103,164,2018-01-23 14:09:59.811358+05:30,161,2018-01-25 18:19:18.789513+05:30,161,130,f
242,108,165,2018-01-23 14:10:38.992532+05:30,161,2018-03-21 18:05:57.072132+05:30,161,130,f
194,106,144,2018-01-18 13:30:22.017935+05:30,101,2018-01-24 15:05:42.883388+05:30,101,124,f
196,102,145,2018-01-18 13:31:02.163338+05:30,101,2018-01-24 15:05:42.883388+05:30,101,124,f
249,101,170,2018-01-23 15:34:02.550648+05:30,101,2018-05-24 15:36:28.727539+05:30,101,,t
234,102,161,2018-01-23 11:34:45.64105+05:30,101,2018-05-28 14:31:01.67383+05:30,101,130,f
243,102,165,2018-01-23 14:10:38.992532+05:30,101,2018-05-28 14:31:01.67383+05:30,161,130,f
244,110,165,2018-01-23 14:10:38.992532+05:30,101,2018-05-28 14:31:01.67383+05:30,161,130,f
235,110,161,2018-01-23 11:34:45.64105+05:30,101,2018-05-28 14:31:01.67383+05:30,101,130,f
252,106,143,2018-01-23 15:39:35.797372+05:30,101,2018-01-23 15:39:35.797372+05:30,101,122,f
213,102,151,2018-01-19 19:47:49.165421+05:30,101,2018-01-23 15:39:35.797372+05:30,101,122,f
253,106,151,2018-01-23 15:39:35.797372+05:30,101,2018-01-23 15:39:35.797372+05:30,101,122,f
254,102,172,2018-01-23 15:39:35.797372+05:30,101,2018-01-23 15:39:35.797372+05:30,101,122,f
255,106,172,2018-01-23 15:39:35.797372+05:30,101,2018-01-23 15:39:35.797372+05:30,101,122,f
257,101,174,2018-01-23 17:15:15.191296+05:30,101,2018-01-23 17:15:15.191296+05:30,101,,f
260,102,177,2018-01-23 17:55:22.990556+05:30,101,2018-01-23 17:55:22.990556+05:30,101,135,f
261,105,177,2018-01-23 17:55:22.990556+05:30,101,2018-01-23 17:55:22.990556+05:30,101,135,f
262,101,178,2018-01-23 19:02:31.470166+05:30,101,2018-01-23 19:02:31.470166+05:30,101,,f
279,102,160,2018-01-24 13:30:51.269718+05:30,101,2018-01-24 14:15:48.500371+05:30,101,140,t
280,106,160,2018-01-24 13:30:51.269718+05:30,101,2018-01-24 14:15:48.500371+05:30,101,140,t
289,102,188,2018-01-24 14:19:14.833889+05:30,101,2018-01-24 14:19:14.833889+05:30,101,144,f
264,102,180,2018-01-23 21:08:10.120332+05:30,101,2018-01-23 21:08:45.04843+05:30,101,136,f
265,105,180,2018-01-23 21:08:10.120332+05:30,101,2018-01-23 21:08:45.04843+05:30,101,136,f
266,102,181,2018-01-23 21:08:45.04843+05:30,101,2018-01-23 21:08:45.04843+05:30,101,136,f
267,105,181,2018-01-23 21:08:45.04843+05:30,101,2018-01-23 21:08:45.04843+05:30,101,136,f
268,102,182,2018-01-23 21:09:53.465608+05:30,101,2018-01-23 21:11:28.9922+05:30,101,137,f
269,106,182,2018-01-23 21:09:53.465608+05:30,101,2018-01-23 21:11:28.9922+05:30,101,137,f
270,102,183,2018-01-23 21:11:28.9922+05:30,101,2018-01-23 21:11:28.9922+05:30,101,137,f
182,102,139,2018-01-18 13:02:59.765458+05:30,101,2018-09-13 10:02:12.166397+05:30,101,121,t
232,102,158,2018-01-22 19:36:43.824931+05:30,101,2018-09-13 10:02:12.166397+05:30,101,121,t
271,106,183,2018-01-23 21:11:28.9922+05:30,101,2018-01-23 21:11:28.9922+05:30,101,137,f
272,101,184,2018-01-23 21:12:23.185942+05:30,101,2018-01-23 21:12:23.185942+05:30,101,,f
258,102,175,2018-01-23 17:51:04.883033+05:30,101,2018-01-24 10:23:58.297084+05:30,101,134,t
263,102,179,2018-01-23 21:07:14.997418+05:30,101,2018-01-24 10:23:58.297084+05:30,101,134,t
259,110,176,2018-01-23 17:51:04.883033+05:30,101,2018-01-24 10:23:58.297084+05:30,101,134,t
290,106,188,2018-01-24 14:19:14.833889+05:30,101,2018-01-24 14:19:14.833889+05:30,101,144,f
314,102,200,2018-01-24 16:18:06.832345+05:30,101,2018-01-24 16:18:06.832345+05:30,101,148,f
211,110,150,2018-01-19 16:18:39.362678+05:30,101,2018-01-24 10:27:12.779488+05:30,101,126,t
256,102,173,2018-01-23 16:12:24.316298+05:30,101,2018-01-24 13:02:19.742372+05:30,101,126,t
212,102,150,2018-01-19 16:21:34.62386+05:30,101,2018-01-24 13:02:19.742372+05:30,101,126,t
233,110,160,2018-01-22 19:54:46.994795+05:30,101,2018-01-24 13:02:19.742372+05:30,101,126,t
315,106,200,2018-01-24 16:18:06.832345+05:30,101,2018-01-24 16:18:06.832345+05:30,101,148,f
291,102,189,2018-01-24 14:43:10.041152+05:30,150,2018-01-24 14:54:58.303099+05:30,101,141,t
292,102,190,2018-01-24 14:57:18.646518+05:30,117,2018-01-24 14:21:02.359562+05:30,101,108,t
293,105,190,2018-01-24 14:57:18.646518+05:30,117,2018-01-24 14:21:02.359562+05:30,101,108,t
129,102,117,2018-01-16 17:50:03.846171+05:30,101,2018-01-24 15:11:49.941453+05:30,101,108,f
130,105,117,2018-01-16 17:50:03.846171+05:30,101,2018-01-24 15:11:49.941453+05:30,101,108,f
281,102,187,2018-01-24 13:32:30.70578+05:30,101,2018-01-24 13:32:57.889323+05:30,101,140,t
282,106,187,2018-01-24 13:32:30.70578+05:30,101,2018-01-24 13:32:57.889323+05:30,101,140,t
277,102,160,2018-01-24 13:19:45.251987+05:30,101,2018-01-24 13:41:37.338084+05:30,101,139,t
278,105,160,2018-01-24 13:19:45.251987+05:30,101,2018-01-24 13:41:37.338084+05:30,101,139,t
273,102,185,2018-01-24 13:10:16.180168+05:30,101,2018-01-24 13:42:30.696736+05:30,101,138,t
275,102,150,2018-01-24 13:12:39.619466+05:30,101,2018-01-24 13:42:30.696736+05:30,101,138,t
276,102,160,2018-01-24 13:12:39.619466+05:30,101,2018-01-24 13:42:30.696736+05:30,101,138,t
274,110,186,2018-01-24 13:10:16.180168+05:30,101,2018-01-24 13:42:30.696736+05:30,101,138,t
285,102,160,2018-01-24 13:45:44.243363+05:30,101,2018-01-24 13:45:44.243363+05:30,101,142,f
286,106,160,2018-01-24 13:45:44.243363+05:30,101,2018-01-24 13:45:44.243363+05:30,101,142,f
301,102,193,2018-01-24 15:07:20.648543+05:30,101,2018-01-24 15:11:49.941453+05:30,101,108,f
302,105,193,2018-01-24 15:07:20.648543+05:30,101,2018-01-24 15:11:49.941453+05:30,101,108,f
296,106,191,2018-01-24 15:02:23.3213+05:30,145,2018-01-24 15:04:06.621153+05:30,101,124,t
295,102,191,2018-01-24 15:02:23.3213+05:30,145,2018-01-24 15:04:06.621153+05:30,101,124,t
297,110,191,2018-01-24 15:03:37.767528+05:30,145,2018-01-24 15:04:06.621153+05:30,145,124,t
300,110,192,2018-01-24 15:05:14.778468+05:30,145,2018-01-24 15:05:14.778468+05:30,145,124,t
294,106,145,2018-01-24 15:02:23.3213+05:30,101,2018-01-24 15:05:42.883388+05:30,101,124,f
298,106,192,2018-01-24 15:05:14.778468+05:30,101,2018-01-24 15:05:42.883388+05:30,145,124,t
299,102,192,2018-01-24 15:05:14.778468+05:30,101,2018-01-24 15:05:42.883388+05:30,145,124,t
312,102,199,2018-01-24 16:15:20.213998+05:30,101,2018-01-24 16:24:36.296845+05:30,101,147,t
313,105,199,2018-01-24 16:15:20.213998+05:30,101,2018-01-24 16:24:36.296845+05:30,101,147,t
305,110,194,2018-01-24 15:09:18.212462+05:30,117,2018-01-24 15:09:18.212462+05:30,117,108,t
303,105,194,2018-01-24 15:09:18.212462+05:30,101,2018-01-24 15:11:49.941453+05:30,117,108,t
304,102,194,2018-01-24 15:09:18.212462+05:30,101,2018-01-24 15:11:49.941453+05:30,117,108,t
306,102,195,2018-01-24 15:22:28.846483+05:30,101,2018-01-25 17:36:16.654549+05:30,101,141,t
308,102,197,2018-01-24 15:30:12.17433+05:30,101,2018-01-24 15:30:12.17433+05:30,101,145,f
309,106,197,2018-01-24 15:30:12.17433+05:30,101,2018-01-24 15:30:12.17433+05:30,101,145,f
310,102,198,2018-01-24 15:37:49.138213+05:30,101,2018-01-24 15:37:49.138213+05:30,101,146,f
311,106,198,2018-01-24 15:37:49.138213+05:30,101,2018-01-24 15:37:49.138213+05:30,101,146,f
316,102,201,2018-01-24 16:49:31.971005+05:30,101,2018-01-24 16:49:31.971005+05:30,101,149,f
317,106,201,2018-01-24 16:49:31.971005+05:30,101,2018-01-24 16:49:31.971005+05:30,101,149,f
318,102,202,2018-01-24 17:08:17.010458+05:30,101,2018-01-24 17:08:17.010458+05:30,101,150,f
319,106,202,2018-01-24 17:08:17.010458+05:30,101,2018-01-24 17:08:17.010458+05:30,101,150,f
320,102,203,2018-01-24 17:09:52.463528+05:30,101,2018-01-24 17:22:59.750119+05:30,101,151,t
321,105,203,2018-01-24 17:09:52.463528+05:30,101,2018-01-24 17:22:59.750119+05:30,101,151,t
322,102,204,2018-01-24 17:17:22.324363+05:30,101,2018-01-24 17:24:19.105714+05:30,101,152,t
323,110,204,2018-01-24 17:17:22.324363+05:30,101,2018-01-24 17:24:19.105714+05:30,101,152,t
326,101,205,2018-01-25 11:44:46.698709+05:30,101,2018-01-25 11:44:46.698709+05:30,101,,f
327,103,158,2018-01-25 15:31:40.463272+05:30,161,2018-01-25 15:31:40.463272+05:30,161,130,f
240,102,164,2018-01-23 14:09:59.811358+05:30,101,2018-05-28 14:31:01.67383+05:30,161,130,f
241,110,164,2018-01-23 14:09:59.811358+05:30,101,2018-05-28 14:31:01.67383+05:30,161,130,f
328,102,158,2018-01-25 15:31:40.463272+05:30,101,2018-05-28 14:31:01.67383+05:30,161,130,f
329,110,158,2018-01-25 15:31:40.463272+05:30,101,2018-05-28 14:31:01.67383+05:30,161,130,f
330,107,150,2018-01-25 15:35:16.566992+05:30,161,2018-01-25 15:35:16.566992+05:30,161,130,f
355,103,212,2018-02-01 17:29:53.843526+05:30,161,2018-03-16 15:21:46.245219+05:30,161,130,f
307,102,196,2018-01-24 15:22:28.846483+05:30,101,2018-01-25 17:36:16.654549+05:30,101,141,t
283,102,150,2018-01-24 13:44:41.486156+05:30,101,2018-01-25 17:36:16.654549+05:30,101,141,t
335,103,207,2018-01-25 17:24:23.369117+05:30,101,2018-01-25 17:36:16.654549+05:30,150,141,t
336,102,207,2018-01-25 17:24:23.369117+05:30,101,2018-01-25 17:36:16.654549+05:30,150,141,t
337,110,207,2018-01-25 17:24:23.369117+05:30,101,2018-01-25 17:36:16.654549+05:30,150,141,t
338,103,160,2018-01-25 17:26:49.532465+05:30,101,2018-01-25 17:36:16.654549+05:30,150,141,t
339,102,160,2018-01-25 17:26:49.532465+05:30,101,2018-01-25 17:36:16.654549+05:30,150,141,t
284,110,160,2018-01-24 13:44:41.486156+05:30,101,2018-01-25 17:36:16.654549+05:30,101,141,t
340,103,150,2018-01-25 17:28:47.086775+05:30,101,2018-01-25 17:36:16.654549+05:30,160,141,t
341,110,150,2018-01-25 17:28:47.086775+05:30,101,2018-01-25 17:36:16.654549+05:30,160,141,t
345,103,209,2018-01-25 17:50:50.941043+05:30,208,2018-01-25 17:50:50.941043+05:30,208,155,f
344,102,209,2018-01-25 17:35:45.623721+05:30,208,2018-01-25 17:50:50.941043+05:30,101,155,f
343,110,209,2018-01-25 17:35:17.301369+05:30,208,2018-01-25 17:50:50.941043+05:30,101,155,f
346,103,207,2018-01-25 17:52:04.939484+05:30,208,2018-01-25 17:52:20.552248+05:30,208,155,f
324,102,163,2018-01-24 19:14:05.978237+05:30,101,2018-09-11 14:44:32.789427+05:30,101,153,t
347,102,207,2018-01-25 17:52:04.939484+05:30,208,2018-01-25 17:52:20.552248+05:30,208,155,f
348,110,207,2018-01-25 17:52:04.939484+05:30,208,2018-01-25 17:52:20.552248+05:30,208,155,f
349,107,208,2018-01-25 17:56:23.772936+05:30,209,2018-01-25 17:56:23.772936+05:30,209,155,f
342,102,208,2018-01-25 17:35:17.301369+05:30,209,2018-01-25 17:56:23.772936+05:30,101,155,f
350,110,208,2018-01-25 17:56:23.772936+05:30,209,2018-01-25 17:56:23.772936+05:30,209,155,f
351,103,210,2018-01-25 19:21:49.305763+05:30,150,2018-01-25 19:21:49.305763+05:30,150,130,f
372,103,221,2018-04-02 07:20:02.698638+05:30,161,2018-04-02 07:20:02.698638+05:30,161,130,f
406,102,235,2018-05-24 18:03:17.65643+05:30,223,2018-06-14 12:43:48.675011+05:30,223,160,t
389,102,227,2018-05-24 15:29:50.553101+05:30,101,2018-05-24 15:29:50.553101+05:30,101,165,f
391,102,228,2018-05-24 15:30:28.992961+05:30,101,2018-06-01 14:29:46.328546+05:30,101,166,t
392,105,228,2018-05-24 15:30:28.992961+05:30,101,2018-06-01 14:29:46.328546+05:30,101,166,t
390,106,227,2018-05-24 15:29:50.553101+05:30,101,2018-05-24 15:29:50.553101+05:30,101,165,f
359,102,214,2018-02-12 15:23:38.172772+05:30,101,2018-02-12 15:23:38.172772+05:30,101,156,f
360,110,215,2018-02-12 15:23:38.172772+05:30,101,2018-02-12 15:23:38.172772+05:30,101,156,f
363,102,217,2018-02-13 14:31:44.096726+05:30,101,2018-02-13 14:31:44.096726+05:30,101,158,f
364,110,218,2018-02-13 14:31:44.096726+05:30,101,2018-02-13 14:31:44.096726+05:30,101,158,f
365,102,219,2018-02-14 16:54:59.729217+05:30,101,2018-02-14 16:54:59.729217+05:30,101,159,f
366,105,219,2018-02-14 16:54:59.729217+05:30,101,2018-02-14 16:54:59.729217+05:30,101,159,f
356,102,212,2018-02-01 17:29:53.843526+05:30,101,2018-05-28 14:31:01.67383+05:30,161,130,f
373,102,221,2018-04-02 07:20:02.698638+05:30,101,2018-05-28 14:31:01.67383+05:30,161,130,f
369,103,220,2018-03-16 15:19:13.811942+05:30,161,2018-03-16 15:19:13.811942+05:30,161,130,f
375,101,222,2018-04-13 12:53:31.566623+05:30,101,2018-04-13 12:53:31.566623+05:30,101,,f
382,107,224,2018-05-24 14:43:21.001871+05:30,161,2018-05-24 14:43:21.001871+05:30,161,130,f
383,102,224,2018-05-24 14:43:21.001871+05:30,161,2018-05-24 14:43:21.001871+05:30,161,130,t
384,110,224,2018-05-24 14:43:21.001871+05:30,161,2018-05-24 14:43:21.001871+05:30,161,130,t
