UserBusinessFunctionID,UserId,FacilityID,BussinessFunction,Status,CreatedBy,CreatedDatetime,UpdatedBy,UpdatedDatetime
128,107,104,3,t,101,2018-01-16 14:18:57.348031+05:30,108,2018-01-16 17:27:19.679712+05:30
156,114,105,5,f,109,2018-01-16 14:45:30.783268+05:30,109,2018-01-16 14:45:30.783268+05:30
157,114,105,2,f,109,2018-01-16 14:45:30.783268+05:30,109,2018-01-16 14:45:30.783268+05:30
158,114,105,4,f,109,2018-01-16 14:45:30.783268+05:30,109,2018-01-16 14:45:30.783268+05:30
159,114,105,1,f,109,2018-01-16 14:45:30.783268+05:30,109,2018-01-16 14:45:30.783268+05:30
160,114,105,3,f,109,2018-01-16 14:45:30.783268+05:30,109,2018-01-16 14:45:30.783268+05:30
161,115,106,5,f,110,2018-01-16 17:44:58.922996+05:30,110,2018-01-16 17:44:58.922996+05:30
162,115,106,2,f,110,2018-01-16 17:44:58.922996+05:30,110,2018-01-16 17:44:58.922996+05:30
163,115,106,4,f,110,2018-01-16 17:44:58.922996+05:30,110,2018-01-16 17:44:58.922996+05:30
164,115,106,1,f,110,2018-01-16 17:44:58.922996+05:30,110,2018-01-16 17:44:58.922996+05:30
165,115,106,3,f,110,2018-01-16 17:44:58.922996+05:30,110,2018-01-16 17:44:58.922996+05:30
166,116,108,1,t,101,2018-01-16 17:50:03.846171+05:30,101,2018-01-16 17:50:03.846171+05:30
167,116,108,2,t,101,2018-01-16 17:50:03.846171+05:30,101,2018-01-16 17:50:03.846171+05:30
168,116,108,3,t,101,2018-01-16 17:50:03.846171+05:30,101,2018-01-16 17:50:03.846171+05:30
169,116,108,4,t,101,2018-01-16 17:50:03.846171+05:30,101,2018-01-16 17:50:03.846171+05:30
170,116,108,5,t,101,2018-01-16 17:50:03.846171+05:30,101,2018-01-16 17:50:03.846171+05:30
140,109,105,5,f,101,2018-01-16 14:26:17.244832+05:30,114,2018-01-16 19:25:20.647243+05:30
137,109,105,2,f,101,2018-01-16 14:26:17.244832+05:30,114,2018-01-16 19:25:20.647243+05:30
139,109,105,4,f,101,2018-01-16 14:26:17.244832+05:30,114,2018-01-16 19:25:20.647243+05:30
136,109,105,1,f,101,2018-01-16 14:26:17.244832+05:30,114,2018-01-16 19:25:20.647243+05:30
138,109,105,3,f,101,2018-01-16 14:26:17.244832+05:30,114,2018-01-16 19:25:20.647243+05:30
147,111,107,2,t,101,2018-01-16 14:35:10.403668+05:30,112,2018-01-17 23:29:41.186478+05:30
149,111,107,4,t,101,2018-01-16 14:35:10.403668+05:30,112,2018-01-17 23:29:41.186478+05:30
146,111,107,1,t,101,2018-01-16 14:35:10.403668+05:30,112,2018-01-17 23:29:41.186478+05:30
148,111,107,3,t,101,2018-01-16 14:35:10.403668+05:30,112,2018-01-17 23:29:41.186478+05:30
155,112,107,5,t,101,2018-01-16 14:35:10.403668+05:30,111,2018-01-18 14:28:47.955958+05:30
145,110,106,5,f,101,2018-01-16 14:29:51.406202+05:30,115,2018-01-16 19:36:18.782367+05:30
142,110,106,2,f,101,2018-01-16 14:29:51.406202+05:30,115,2018-01-16 19:36:18.782367+05:30
144,110,106,4,f,101,2018-01-16 14:29:51.406202+05:30,115,2018-01-16 19:36:18.782367+05:30
141,110,106,1,f,101,2018-01-16 14:29:51.406202+05:30,115,2018-01-16 19:36:18.782367+05:30
143,110,106,3,f,101,2018-01-16 14:29:51.406202+05:30,115,2018-01-16 19:36:18.782367+05:30
150,111,107,5,t,101,2018-01-16 14:35:10.403668+05:30,112,2018-01-17 23:29:41.186478+05:30
152,112,107,2,t,101,2018-01-16 14:35:10.403668+05:30,111,2018-01-18 14:28:47.955958+05:30
154,112,107,4,t,101,2018-01-16 14:35:10.403668+05:30,111,2018-01-18 14:28:47.955958+05:30
151,112,107,1,t,101,2018-01-16 14:35:10.403668+05:30,111,2018-01-18 14:28:47.955958+05:30
153,112,107,3,t,101,2018-01-16 14:35:10.403668+05:30,111,2018-01-18 14:28:47.955958+05:30
175,117,108,5,f,101,2018-01-16 17:50:03.846171+05:30,116,2018-01-18 14:40:55.079061+05:30
172,117,108,2,f,101,2018-01-16 17:50:03.846171+05:30,116,2018-01-18 14:40:55.079061+05:30
174,117,108,4,f,101,2018-01-16 17:50:03.846171+05:30,116,2018-01-18 14:40:55.079061+05:30
171,117,108,1,f,101,2018-01-16 17:50:03.846171+05:30,116,2018-01-18 14:40:55.079061+05:30
173,117,108,3,f,101,2018-01-16 17:50:03.846171+05:30,116,2018-01-18 14:40:55.079061+05:30
177,118,109,2,f,101,2018-01-16 17:52:54.937738+05:30,119,2018-01-18 15:34:01.824438+05:30
176,118,109,1,f,101,2018-01-16 17:52:54.937738+05:30,119,2018-01-18 15:34:01.824438+05:30
178,118,109,3,f,101,2018-01-16 17:52:54.937738+05:30,119,2018-01-18 15:34:01.824438+05:30
181,119,109,1,t,101,2018-01-16 17:52:54.937738+05:30,101,2018-01-16 17:52:54.937738+05:30
182,119,109,2,t,101,2018-01-16 17:52:54.937738+05:30,101,2018-01-16 17:52:54.937738+05:30
183,119,109,3,t,101,2018-01-16 17:52:54.937738+05:30,101,2018-01-16 17:52:54.937738+05:30
184,119,109,4,t,101,2018-01-16 17:52:54.937738+05:30,101,2018-01-16 17:52:54.937738+05:30
185,119,109,5,t,101,2018-01-16 17:52:54.937738+05:30,101,2018-01-16 17:52:54.937738+05:30
186,120,110,1,t,101,2018-01-17 15:52:28.744421+05:30,101,2018-01-17 15:52:28.744421+05:30
187,120,110,2,t,101,2018-01-17 15:52:28.744421+05:30,101,2018-01-17 15:52:28.744421+05:30
188,120,110,3,t,101,2018-01-17 15:52:28.744421+05:30,101,2018-01-17 15:52:28.744421+05:30
189,120,110,4,t,101,2018-01-17 15:52:28.744421+05:30,101,2018-01-17 15:52:28.744421+05:30
190,120,110,5,t,101,2018-01-17 15:52:28.744421+05:30,101,2018-01-17 15:52:28.744421+05:30
191,121,111,1,t,101,2018-01-17 20:36:15.190016+05:30,101,2018-01-17 20:36:15.190016+05:30
192,121,111,2,t,101,2018-01-17 20:36:15.190016+05:30,101,2018-01-17 20:36:15.190016+05:30
193,121,111,3,t,101,2018-01-17 20:36:15.190016+05:30,101,2018-01-17 20:36:15.190016+05:30
194,121,111,4,t,101,2018-01-17 20:36:15.190016+05:30,101,2018-01-17 20:36:15.190016+05:30
195,121,111,5,t,101,2018-01-17 20:36:15.190016+05:30,101,2018-01-17 20:36:15.190016+05:30
196,122,107,5,t,112,2018-01-17 23:28:28.069826+05:30,112,2018-01-17 23:28:28.069826+05:30
197,122,107,2,t,112,2018-01-17 23:28:28.069826+05:30,112,2018-01-17 23:28:28.069826+05:30
198,122,107,4,t,112,2018-01-17 23:28:28.069826+05:30,112,2018-01-17 23:28:28.069826+05:30
199,122,107,1,t,112,2018-01-17 23:28:28.069826+05:30,112,2018-01-17 23:28:28.069826+05:30
200,122,107,3,t,112,2018-01-17 23:28:28.069826+05:30,112,2018-01-17 23:28:28.069826+05:30
201,123,112,1,t,101,2018-01-18 03:04:08.556712+05:30,101,2018-01-18 03:04:08.556712+05:30
202,123,112,2,t,101,2018-01-18 03:04:08.556712+05:30,101,2018-01-18 03:04:08.556712+05:30
203,123,112,3,t,101,2018-01-18 03:04:08.556712+05:30,101,2018-01-18 03:04:08.556712+05:30
204,123,112,4,t,101,2018-01-18 03:04:08.556712+05:30,101,2018-01-18 03:04:08.556712+05:30
205,123,112,5,t,101,2018-01-18 03:04:08.556712+05:30,101,2018-01-18 03:04:08.556712+05:30
211,125,104,5,t,107,2018-01-18 03:19:53.455182+05:30,107,2018-01-18 03:19:53.455182+05:30
212,125,104,2,t,107,2018-01-18 03:19:53.455182+05:30,107,2018-01-18 03:19:53.455182+05:30
213,125,104,4,t,107,2018-01-18 03:19:53.455182+05:30,107,2018-01-18 03:19:53.455182+05:30
214,125,104,1,t,107,2018-01-18 03:19:53.455182+05:30,107,2018-01-18 03:19:53.455182+05:30
215,125,104,3,t,107,2018-01-18 03:19:53.455182+05:30,107,2018-01-18 03:19:53.455182+05:30
216,126,113,1,t,101,2018-01-18 10:38:26.846802+05:30,101,2018-01-18 10:38:26.846802+05:30
217,126,113,2,t,101,2018-01-18 10:38:26.846802+05:30,101,2018-01-18 10:38:26.846802+05:30
218,126,113,3,t,101,2018-01-18 10:38:26.846802+05:30,101,2018-01-18 10:38:26.846802+05:30
219,126,113,4,t,101,2018-01-18 10:38:26.846802+05:30,101,2018-01-18 10:38:26.846802+05:30
220,126,113,5,t,101,2018-01-18 10:38:26.846802+05:30,101,2018-01-18 10:38:26.846802+05:30
221,127,114,1,t,101,2018-01-18 10:42:16.652147+05:30,101,2018-01-18 10:42:16.652147+05:30
222,127,114,2,t,101,2018-01-18 10:42:16.652147+05:30,101,2018-01-18 10:42:16.652147+05:30
223,127,114,3,t,101,2018-01-18 10:42:16.652147+05:30,101,2018-01-18 10:42:16.652147+05:30
224,127,114,4,t,101,2018-01-18 10:42:16.652147+05:30,101,2018-01-18 10:42:16.652147+05:30
225,127,114,5,t,101,2018-01-18 10:42:16.652147+05:30,101,2018-01-18 10:42:16.652147+05:30
226,128,114,1,t,101,2018-01-18 10:42:16.652147+05:30,101,2018-01-18 10:42:16.652147+05:30
227,128,114,2,t,101,2018-01-18 10:42:16.652147+05:30,101,2018-01-18 10:42:16.652147+05:30
228,128,114,3,t,101,2018-01-18 10:42:16.652147+05:30,101,2018-01-18 10:42:16.652147+05:30
229,128,114,4,t,101,2018-01-18 10:42:16.652147+05:30,101,2018-01-18 10:42:16.652147+05:30
230,128,114,5,t,101,2018-01-18 10:42:16.652147+05:30,101,2018-01-18 10:42:16.652147+05:30
231,129,115,1,t,101,2018-01-18 10:45:48.562617+05:30,101,2018-01-18 10:45:48.562617+05:30
232,129,115,2,t,101,2018-01-18 10:45:48.562617+05:30,101,2018-01-18 10:45:48.562617+05:30
233,129,115,3,t,101,2018-01-18 10:45:48.562617+05:30,101,2018-01-18 10:45:48.562617+05:30
234,129,115,4,t,101,2018-01-18 10:45:48.562617+05:30,101,2018-01-18 10:45:48.562617+05:30
235,129,115,5,t,101,2018-01-18 10:45:48.562617+05:30,101,2018-01-18 10:45:48.562617+05:30
236,130,115,1,t,101,2018-01-18 10:45:48.562617+05:30,101,2018-01-18 10:45:48.562617+05:30
237,130,115,2,t,101,2018-01-18 10:45:48.562617+05:30,101,2018-01-18 10:45:48.562617+05:30
238,130,115,3,t,101,2018-01-18 10:45:48.562617+05:30,101,2018-01-18 10:45:48.562617+05:30
239,130,115,4,t,101,2018-01-18 10:45:48.562617+05:30,101,2018-01-18 10:45:48.562617+05:30
240,130,115,5,t,101,2018-01-18 10:45:48.562617+05:30,101,2018-01-18 10:45:48.562617+05:30
241,131,119,1,t,101,2018-01-18 10:53:31.434997+05:30,101,2018-01-18 10:53:31.434997+05:30
242,131,119,2,t,101,2018-01-18 10:53:31.434997+05:30,101,2018-01-18 10:53:31.434997+05:30
243,131,119,3,t,101,2018-01-18 10:53:31.434997+05:30,101,2018-01-18 10:53:31.434997+05:30
244,131,119,4,t,101,2018-01-18 10:53:31.434997+05:30,101,2018-01-18 10:53:31.434997+05:30
245,131,119,5,t,101,2018-01-18 10:53:31.434997+05:30,101,2018-01-18 10:53:31.434997+05:30
246,133,106,1,t,101,2018-01-18 12:29:30.644331+05:30,101,2018-01-18 12:29:30.644331+05:30
247,133,106,2,t,101,2018-01-18 12:29:30.644331+05:30,101,2018-01-18 12:29:30.644331+05:30
248,133,106,3,t,101,2018-01-18 12:29:30.644331+05:30,101,2018-01-18 12:29:30.644331+05:30
249,133,106,4,t,101,2018-01-18 12:29:30.644331+05:30,101,2018-01-18 12:29:30.644331+05:30
250,133,106,5,t,101,2018-01-18 12:29:30.644331+05:30,101,2018-01-18 12:29:30.644331+05:30
251,134,110,1,t,101,2018-01-18 12:34:09.737002+05:30,101,2018-01-18 12:34:09.737002+05:30
252,134,110,2,t,101,2018-01-18 12:34:09.737002+05:30,101,2018-01-18 12:34:09.737002+05:30
253,134,110,3,t,101,2018-01-18 12:34:09.737002+05:30,101,2018-01-18 12:34:09.737002+05:30
254,134,110,4,t,101,2018-01-18 12:34:09.737002+05:30,101,2018-01-18 12:34:09.737002+05:30
255,134,110,5,t,101,2018-01-18 12:34:09.737002+05:30,101,2018-01-18 12:34:09.737002+05:30
256,135,120,1,t,101,2018-01-18 12:42:35.533725+05:30,101,2018-01-18 12:42:35.533725+05:30
257,135,120,2,t,101,2018-01-18 12:42:35.533725+05:30,101,2018-01-18 12:42:35.533725+05:30
258,135,120,3,t,101,2018-01-18 12:42:35.533725+05:30,101,2018-01-18 12:42:35.533725+05:30
259,135,120,4,t,101,2018-01-18 12:42:35.533725+05:30,101,2018-01-18 12:42:35.533725+05:30
260,135,120,5,t,101,2018-01-18 12:42:35.533725+05:30,101,2018-01-18 12:42:35.533725+05:30
261,136,106,1,t,101,2018-01-18 12:49:25.317071+05:30,101,2018-01-18 12:49:25.317071+05:30
262,136,106,2,t,101,2018-01-18 12:49:25.317071+05:30,101,2018-01-18 12:49:25.317071+05:30
263,136,106,3,t,101,2018-01-18 12:49:25.317071+05:30,101,2018-01-18 12:49:25.317071+05:30
264,136,106,4,t,101,2018-01-18 12:49:25.317071+05:30,101,2018-01-18 12:49:25.317071+05:30
265,136,106,5,t,101,2018-01-18 12:49:25.317071+05:30,101,2018-01-18 12:49:25.317071+05:30
266,137,120,1,t,101,2018-01-18 12:52:14.602448+05:30,101,2018-01-18 12:52:14.602448+05:30
206,124,104,5,t,108,2018-01-18 03:19:33.591549+05:30,107,2018-01-23 17:42:09.336068+05:30
207,124,104,2,t,108,2018-01-18 03:19:33.591549+05:30,107,2018-01-23 17:42:09.336068+05:30
267,137,120,2,t,101,2018-01-18 12:52:14.602448+05:30,101,2018-01-18 12:52:14.602448+05:30
268,137,120,3,t,101,2018-01-18 12:52:14.602448+05:30,101,2018-01-18 12:52:14.602448+05:30
269,137,120,4,t,101,2018-01-18 12:52:14.602448+05:30,101,2018-01-18 12:52:14.602448+05:30
270,137,120,5,t,101,2018-01-18 12:52:14.602448+05:30,101,2018-01-18 12:52:14.602448+05:30
271,139,121,1,t,101,2018-01-18 13:02:59.765458+05:30,101,2018-01-18 13:02:59.765458+05:30
272,139,121,2,t,101,2018-01-18 13:02:59.765458+05:30,101,2018-01-18 13:02:59.765458+05:30
273,139,121,3,t,101,2018-01-18 13:02:59.765458+05:30,101,2018-01-18 13:02:59.765458+05:30
274,139,121,4,t,101,2018-01-18 13:02:59.765458+05:30,101,2018-01-18 13:02:59.765458+05:30
275,139,121,5,t,101,2018-01-18 13:02:59.765458+05:30,101,2018-01-18 13:02:59.765458+05:30
276,140,122,1,t,101,2018-01-18 13:03:10.90987+05:30,101,2018-01-18 13:03:10.90987+05:30
277,140,122,2,t,101,2018-01-18 13:03:10.90987+05:30,101,2018-01-18 13:03:10.90987+05:30
278,140,122,3,t,101,2018-01-18 13:03:10.90987+05:30,101,2018-01-18 13:03:10.90987+05:30
279,140,122,4,t,101,2018-01-18 13:03:10.90987+05:30,101,2018-01-18 13:03:10.90987+05:30
280,140,122,5,t,101,2018-01-18 13:03:10.90987+05:30,101,2018-01-18 13:03:10.90987+05:30
281,141,123,1,t,101,2018-01-18 13:04:00.282315+05:30,101,2018-01-18 13:04:00.282315+05:30
282,141,123,2,t,101,2018-01-18 13:04:00.282315+05:30,101,2018-01-18 13:04:00.282315+05:30
283,141,123,3,t,101,2018-01-18 13:04:00.282315+05:30,101,2018-01-18 13:04:00.282315+05:30
284,141,123,4,t,101,2018-01-18 13:04:00.282315+05:30,101,2018-01-18 13:04:00.282315+05:30
285,141,123,5,t,101,2018-01-18 13:04:00.282315+05:30,101,2018-01-18 13:04:00.282315+05:30
286,142,110,1,t,101,2018-01-18 13:04:46.644175+05:30,101,2018-01-18 13:04:46.644175+05:30
287,142,110,2,t,101,2018-01-18 13:04:46.644175+05:30,101,2018-01-18 13:04:46.644175+05:30
288,142,110,3,t,101,2018-01-18 13:04:46.644175+05:30,101,2018-01-18 13:04:46.644175+05:30
289,142,110,4,t,101,2018-01-18 13:04:46.644175+05:30,101,2018-01-18 13:04:46.644175+05:30
290,142,110,5,t,101,2018-01-18 13:04:46.644175+05:30,101,2018-01-18 13:04:46.644175+05:30
291,143,122,1,t,101,2018-01-18 13:05:47.219363+05:30,101,2018-01-18 13:05:47.219363+05:30
292,143,122,2,t,101,2018-01-18 13:05:47.219363+05:30,101,2018-01-18 13:05:47.219363+05:30
293,143,122,3,t,101,2018-01-18 13:05:47.219363+05:30,101,2018-01-18 13:05:47.219363+05:30
294,143,122,4,t,101,2018-01-18 13:05:47.219363+05:30,101,2018-01-18 13:05:47.219363+05:30
295,143,122,5,t,101,2018-01-18 13:05:47.219363+05:30,101,2018-01-18 13:05:47.219363+05:30
296,144,124,1,t,101,2018-01-18 13:30:22.017935+05:30,101,2018-01-18 13:30:22.017935+05:30
297,144,124,2,t,101,2018-01-18 13:30:22.017935+05:30,101,2018-01-18 13:30:22.017935+05:30
298,144,124,3,t,101,2018-01-18 13:30:22.017935+05:30,101,2018-01-18 13:30:22.017935+05:30
299,144,124,4,t,101,2018-01-18 13:30:22.017935+05:30,101,2018-01-18 13:30:22.017935+05:30
300,144,124,5,t,101,2018-01-18 13:30:22.017935+05:30,101,2018-01-18 13:30:22.017935+05:30
301,145,124,1,t,101,2018-01-18 13:31:02.163338+05:30,101,2018-01-18 13:31:02.163338+05:30
302,145,124,2,t,101,2018-01-18 13:31:02.163338+05:30,101,2018-01-18 13:31:02.163338+05:30
303,145,124,3,t,101,2018-01-18 13:31:02.163338+05:30,101,2018-01-18 13:31:02.163338+05:30
304,145,124,4,t,101,2018-01-18 13:31:02.163338+05:30,101,2018-01-18 13:31:02.163338+05:30
305,145,124,5,t,101,2018-01-18 13:31:02.163338+05:30,101,2018-01-18 13:31:02.163338+05:30
306,146,125,1,t,101,2018-01-18 14:22:09.75098+05:30,101,2018-01-18 14:22:09.75098+05:30
307,146,125,2,t,101,2018-01-18 14:22:09.75098+05:30,101,2018-01-18 14:22:09.75098+05:30
308,146,125,3,t,101,2018-01-18 14:22:09.75098+05:30,101,2018-01-18 14:22:09.75098+05:30
309,146,125,4,t,101,2018-01-18 14:22:09.75098+05:30,101,2018-01-18 14:22:09.75098+05:30
310,146,125,5,t,101,2018-01-18 14:22:09.75098+05:30,101,2018-01-18 14:22:09.75098+05:30
311,147,125,1,t,101,2018-01-18 14:23:16.897653+05:30,101,2018-01-18 14:23:16.897653+05:30
312,147,125,2,t,101,2018-01-18 14:23:16.897653+05:30,101,2018-01-18 14:23:16.897653+05:30
313,147,125,3,t,101,2018-01-18 14:23:16.897653+05:30,101,2018-01-18 14:23:16.897653+05:30
314,147,125,4,t,101,2018-01-18 14:23:16.897653+05:30,101,2018-01-18 14:23:16.897653+05:30
315,147,125,5,t,101,2018-01-18 14:23:16.897653+05:30,101,2018-01-18 14:23:16.897653+05:30
316,148,109,5,f,119,2018-01-18 14:36:56.726399+05:30,119,2018-01-18 14:36:56.726399+05:30
317,148,109,2,f,119,2018-01-18 14:36:56.726399+05:30,119,2018-01-18 14:36:56.726399+05:30
318,148,109,4,f,119,2018-01-18 14:36:56.726399+05:30,119,2018-01-18 14:36:56.726399+05:30
319,148,109,1,f,119,2018-01-18 14:36:56.726399+05:30,119,2018-01-18 14:36:56.726399+05:30
320,148,109,3,f,119,2018-01-18 14:36:56.726399+05:30,119,2018-01-18 14:36:56.726399+05:30
180,118,109,5,f,101,2018-01-16 17:52:54.937738+05:30,119,2018-01-18 15:34:01.824438+05:30
179,118,109,4,f,101,2018-01-16 17:52:54.937738+05:30,119,2018-01-18 15:34:01.824438+05:30
331,151,122,1,t,101,2018-01-19 19:47:49.165421+05:30,101,2018-01-19 19:47:49.165421+05:30
332,151,122,2,t,101,2018-01-19 19:47:49.165421+05:30,101,2018-01-19 19:47:49.165421+05:30
333,151,122,3,t,101,2018-01-19 19:47:49.165421+05:30,101,2018-01-19 19:47:49.165421+05:30
334,151,122,4,t,101,2018-01-19 19:47:49.165421+05:30,101,2018-01-19 19:47:49.165421+05:30
335,151,122,5,t,101,2018-01-19 19:47:49.165421+05:30,101,2018-01-19 19:47:49.165421+05:30
361,158,127,1,t,101,2018-01-22 18:45:41.047292+05:30,101,2018-01-22 18:45:41.047292+05:30
362,158,127,2,t,101,2018-01-22 18:45:41.047292+05:30,101,2018-01-22 18:45:41.047292+05:30
336,152,126,5,f,150,2018-01-22 14:31:53.859598+05:30,150,2018-01-22 14:31:53.859598+05:30
337,152,126,2,f,150,2018-01-22 14:31:53.859598+05:30,150,2018-01-22 14:31:53.859598+05:30
338,152,126,4,f,150,2018-01-22 14:31:53.859598+05:30,150,2018-01-22 14:31:53.859598+05:30
339,152,126,1,f,150,2018-01-22 14:31:53.859598+05:30,150,2018-01-22 14:31:53.859598+05:30
340,152,126,3,f,150,2018-01-22 14:31:53.859598+05:30,150,2018-01-22 14:31:53.859598+05:30
376,163,131,1,t,101,2018-01-23 14:08:17.78154+05:30,101,2018-01-23 14:08:17.78154+05:30
377,163,131,2,t,101,2018-01-23 14:08:17.78154+05:30,101,2018-01-23 14:08:17.78154+05:30
378,163,131,3,t,101,2018-01-23 14:08:17.78154+05:30,101,2018-01-23 14:08:17.78154+05:30
379,163,131,4,t,101,2018-01-23 14:08:17.78154+05:30,101,2018-01-23 14:08:17.78154+05:30
380,163,131,5,t,101,2018-01-23 14:08:17.78154+05:30,101,2018-01-23 14:08:17.78154+05:30
341,153,127,1,t,101,2018-01-22 17:51:35.145881+05:30,101,2018-01-22 17:51:35.145881+05:30
342,153,127,2,t,101,2018-01-22 17:51:35.145881+05:30,101,2018-01-22 17:51:35.145881+05:30
343,153,127,3,t,101,2018-01-22 17:51:35.145881+05:30,101,2018-01-22 17:51:35.145881+05:30
344,153,127,4,t,101,2018-01-22 17:51:35.145881+05:30,101,2018-01-22 17:51:35.145881+05:30
345,153,127,5,t,101,2018-01-22 17:51:35.145881+05:30,101,2018-01-22 17:51:35.145881+05:30
346,154,128,1,t,101,2018-01-22 17:53:52.294935+05:30,101,2018-01-22 17:53:52.294935+05:30
347,154,128,2,t,101,2018-01-22 17:53:52.294935+05:30,101,2018-01-22 17:53:52.294935+05:30
348,154,128,3,t,101,2018-01-22 17:53:52.294935+05:30,101,2018-01-22 17:53:52.294935+05:30
349,154,128,4,t,101,2018-01-22 17:53:52.294935+05:30,101,2018-01-22 17:53:52.294935+05:30
350,154,128,5,t,101,2018-01-22 17:53:52.294935+05:30,101,2018-01-22 17:53:52.294935+05:30
351,155,128,1,t,101,2018-01-22 17:54:56.186615+05:30,101,2018-01-22 17:54:56.186615+05:30
352,155,128,2,t,101,2018-01-22 17:54:56.186615+05:30,101,2018-01-22 17:54:56.186615+05:30
353,155,128,3,t,101,2018-01-22 17:54:56.186615+05:30,101,2018-01-22 17:54:56.186615+05:30
363,158,127,3,t,101,2018-01-22 18:45:41.047292+05:30,101,2018-01-22 18:45:41.047292+05:30
364,158,127,4,t,101,2018-01-22 18:45:41.047292+05:30,101,2018-01-22 18:45:41.047292+05:30
365,158,127,5,t,101,2018-01-22 18:45:41.047292+05:30,101,2018-01-22 18:45:41.047292+05:30
366,160,126,1,t,101,2018-01-22 19:54:46.994795+05:30,101,2018-01-22 19:54:46.994795+05:30
367,160,126,2,t,101,2018-01-22 19:54:46.994795+05:30,101,2018-01-22 19:54:46.994795+05:30
330,150,126,5,t,101,2018-01-19 16:18:39.362678+05:30,149,2018-01-22 13:47:35.519701+05:30
327,150,126,2,t,101,2018-01-19 16:18:39.362678+05:30,149,2018-01-22 13:47:35.519701+05:30
329,150,126,4,t,101,2018-01-19 16:18:39.362678+05:30,149,2018-01-22 13:47:35.519701+05:30
328,150,126,3,t,101,2018-01-19 16:18:39.362678+05:30,149,2018-01-22 13:47:35.519701+05:30
326,150,126,1,f,101,2018-01-19 16:18:39.362678+05:30,149,2018-01-22 13:47:35.519701+05:30
368,160,126,3,t,101,2018-01-22 19:54:46.994795+05:30,101,2018-01-22 19:54:46.994795+05:30
369,160,126,4,t,101,2018-01-22 19:54:46.994795+05:30,101,2018-01-22 19:54:46.994795+05:30
370,160,126,5,t,101,2018-01-22 19:54:46.994795+05:30,101,2018-01-22 19:54:46.994795+05:30
354,155,128,4,t,101,2018-01-22 17:54:56.186615+05:30,101,2018-01-22 17:54:56.186615+05:30
