MedclassBrandID,MedicationClassificationID,MedicationBrandNameID,CreatedBy,CreatedDatetime,UpdatedBy,UpdatedDatetime,IsDeleted
257,127,220,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
258,129,267,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
259,134,129,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
260,126,190,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
261,126,178,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
262,131,232,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
263,132,143,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
264,126,183,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
265,126,187,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
266,132,163,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
267,126,192,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
268,126,184,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
269,128,248,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
270,132,144,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
271,126,179,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
272,126,185,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
273,129,282,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
274,126,169,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
275,128,247,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
276,128,237,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
277,129,280,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
278,129,286,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
279,129,264,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
280,126,181,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
281,127,222,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
282,128,137,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
283,129,288,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
284,133,117,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
285,127,208,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
286,126,195,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
287,126,173,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
288,128,236,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
289,126,129,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
290,126,170,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
291,126,182,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
292,127,218,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
293,132,165,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
294,128,250,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
295,128,249,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
296,127,221,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
297,128,253,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
298,129,259,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
299,132,129,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
300,129,276,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
301,129,272,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
302,127,216,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
303,127,223,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
304,132,161,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
305,126,193,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
306,130,205,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
307,127,226,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
308,128,239,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
309,133,203,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
310,127,224,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
311,126,171,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
312,129,269,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
313,128,234,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
314,128,216,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
315,134,117,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
316,129,263,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
317,133,200,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
318,127,213,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
319,130,207,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
320,128,242,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
321,128,140,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
322,129,283,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
323,128,240,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
324,130,117,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
325,128,245,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
326,129,266,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
327,126,199,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
328,127,217,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
329,132,154,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
330,132,156,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
331,129,284,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
332,128,257,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
333,129,117,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
334,126,188,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
335,126,191,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
336,129,281,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
337,132,149,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
338,132,150,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
339,133,201,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
340,132,157,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
341,134,160,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
342,126,168,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
343,131,129,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
344,129,270,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
345,129,265,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
346,133,202,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
347,129,260,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
348,127,229,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
349,132,136,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
350,127,117,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
351,131,233,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
352,132,145,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
353,126,174,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
354,126,180,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
355,129,278,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
356,132,159,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
357,128,139,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
358,127,228,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
359,128,117,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
360,128,252,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
